UnitID,Institution Name,Long-term investments (F1213_F2),Property  Plant  and Equipment  net of accumulated depreciation (F1213_F2),Intangible Assets  net of accumulated amortization (F1213_F2),Total assets (F1213_F2),Total liabilities (F1213_F2),Debt related to Property  Plant  and Equipment (F1213_F2),Total unrestricted net assets (F1213_F2),Total restricted net assets (F1213_F2),Permanently restricted net assets included in total restricted net assets (F1213_F2),Temporarily restricted net assets (F1213_F2),Total net assets (F1213_F2),Total revenues and investment return (F1213_F2),Total expenses (F1213_F2),Other specific changes in net assets (F1213_F2),Total change in net assets (F1213_F2),Net assets  beginning of the year (F1213_F2),Adjustments to beginning of year net assets (F1213_F2),Net assets  end of the year (F1213_F2),Investment return - Total (F1213_F2)
235316,Gonzaga University,171510000,228894000,0,549767000,205517000,135445000,149547000,194703000,87262000,107441000,344250000,232419000,178288000,2152210,56283210,287966790,0,344250000,23884000
202912,Good Samaritan College of Nursing and Health Science,,,,,,,,,,,,,,,,,,,0
129154,Goodwin College,7905632,158400347,0,201460457,58905976,21431140,141376520,1177961,264930,913031,142554481,55063755,46840211,51435671,59659215,82895266,0,142554481,629015
165936,Gordon College,35520567,67355314,0,116329594,52261396,40248282,27138384,36929814,23936921,12992893,64068198,57410223,57724481,2204879,1890621,62177577,0,64068198,3566471
165945,Gordon-Conwell Theological Seminary,49712361,35551862,0,95951199,12155368,2428429,25890693,57905138,48109679,9795459,83795831,27875202,23699180,0,4176022,79619809,0,83795831,4507789
150668,Goshen College,102989005,56088965,0,172847308,40146001,27975000,43095829,89605478,72690212,16915266,132701307,34043366,28981267,2141976,7204075,125497232,0,132701307,10999414
162654,Goucher College,208820000,134726420,0,363545000,99145000,74383000,89218000,175182000,80667000,94515000,264400000,82565000,66567000,545000,16543000,247857000,0,264400000,19150000
170000,Grace Bible College,1649538,4469619,0,7536984,3469109,1490307,2948952,1118923,1028981,89942,4067875,6963478,6903122,0,60356,4007519,0,4067875,89096
150677,Grace College and Theological Seminary,3789845,32491766,0,50022475,22284162,14502598,15490460,12247853,8122294,4125559,27738313,30559984,29576470,204965,1188479,26549834,0,27738313,212652
461528,Grace College of Divinity,28507,5210,0,298068,11104,0,248844,38120,0,38120,286964,628774,545823,0,82951,204013,0,286964,104
481058,Grace Mission University,0,99223,0,488475,54265,0,434210,0,0,0,434210,893266,822258,363202,434210,0,0,434210,0
481401,Grace School of Theology,0,123777,0,2154638,47634,0,847051,1259953,1259953,0,2107004,3015012,2274221,-33764,707027,1399977,0,2107004,64246
181093,Grace University,3582167,11574304,0,16580553,4638559,2068253,8232984,3709010,1921631,1787379,11941994,6597950,7632028,0,-1034078,12976072,0,11941994,313975
153366,Graceland University-Lamoni,48703142,52593006,2340921,118054772,54236994,22760000,23140033,40677745,31590054,9087691,63817778,45997503,39492799,3351591,9856295,53961483,0,63817778,8710922
115214,Graduate Theological Union,29351307,13147374,0,45321827,1673771,623128,14724878,28923178,19481187,9441991,43648056,10443034,8231058,0,2211976,41436080,0,43648056,3019976
153375,Grand View University,21715292,67829413,0,107908116,57400267,50633115,15531352,34976497,10189370,24787127,50507849,41879832,34119837,0,7759995,42747854,0,50507849,2386310
212771,Gratz College,3938166,2190082,0,6302919,1038140,0,826389,4438390,3427106,1011284,5264779,4272336,4255067,0,17269,5247510,0,5264779,0
170091,Great Lakes Christian College,1013702,5326905,0,6595118,2585475,1986200,3283841,725802,514831,210971,4009643,3570782,3772254,-100,-201572,4211215,0,4009643,59919
230898,Green Mountain College,3717620,20993481,0,28807334,21191717,16908856,2780566,4835051,3261336,1573715,7615617,21976945,21087949,0,888996,6726621,0,7615617,69928
198598,Greensboro College,17980308,20934826,169769,45037496,21051967,8010922,3045446,20940083,18235890,2704193,23985529,23311695,20001868,166677,3476504,20509025,0,23985529,1083811
145372,Greenville College,15288652,28551339,0,53270656,8820764,3416954,26252918,18196974,15124892,3072082,44449892,29371229,26082247,-1200000,2088982,42360910,0,44449892,2226992
153384,Grinnell College,1604059000,245267000,0,1863371000,164723000,110280000,1208165000,490483000,101279000,389204000,1698648000,272781000,105567000,552000,167766000,1530882000,0,1698648000,225066000
198613,Guilford College,62816716,63520776,486524,156575686,36497886,26270000,40995592,79082208,64927879,14154329,120077800,61043797,52452697,437890,9028990,111048810,0,120077800,7720605
173647,Gustavus Adolphus College,153871951,123415830,484746,323253723,89235670,54753299,59023949,174994104,95564242,79429862,234018053,100681083,82188911,2769543,21261715,212756338,0,234018053,16610120
212832,Gwynedd Mercy University,28981000,53245000,0,104587000,56041000,45523000,25767000,22779000,11048000,11731000,48546000,47271000,41224000,0,6047000,42499000,0,48546000,2069000
225201,Hallmark College,0,614586,0,3445023,1913839,0,1531184,0,0,0,1531184,13137221,12930045,0,207176,1324008,0,1531184,3939
191515,Hamilton College,773828000,241600000,0,1196073000,276607000,231594000,210520000,708946000,226489000,482457000,919466000,210907000,124489000,0,86418000,833048000,0,919466000,109286000
173665,Hamline University,84397258,107779654,0,232538706,84636113,59590571,50026069,97876524,64443441,33433083,147902593,96593047,89378937,565221,7779331,140123262,0,147902593,9166813
232256,Hampden-Sydney College,145246700,89529254,0,253180912,28920497,20760927,69420006,154840409,78265184,76575225,224260415,58681110,45238436,617645,14060319,210200096,0,224260415,14582799
166018,Hampshire College,35148479,39538291,0,87902488,29497765,23404340,22327755,36076968,24002665,12074303,58404723,57532403,52991482,-1449232,3091689,55313034,0,58404723,4340307
232265,Hampton University,257591519,402806000,0,716995187,272424560,0,379250101,65320526,52068099,13252427,444570627,183767126,163762144,0,20004982,424565645,0,444570627,31384330
177542,Hannibal-LaGrange University,3222680,17822709,184809,23729570,6959212,6225000,10504527,6265831,5166717,1099114,16770358,16524146,15439681,0,1084465,15685894,-1,16770358,128052
150756,Hanover College,150066547,52295707,0,221540546,31100554,23298667,75807805,114632187,88491513,26140674,190439992,42672796,34932969,0,7739827,182700165,0,190439992,16400721
225247,Hardin-Simmons University,124024728,52016776,0,194356941,25186211,16974215,38989678,130181052,87538792,42642260,169170730,67584461,42728963,0,24855498,144315232,0,169170730,22730784
107044,Harding University,115252577,202200575,0,352636554,98527476,71318473,136134222,117974856,93896342,24078514,254109078,123760653,113604803,0,10155850,243953228,0,254109078,10145666
446640,Harrisburg University of Science and Technology,0,63032476,0,84021917,88823053,59518563,-5522039,720903,0,720903,-4801136,9004272,17560298,0,-8556026,3754890,0,-4801136,2223
129491,Hartford Seminary,41313881,2033600,0,45093245,813313,0,8000705,36279227,16744643,19534584,44279932,7232736,4415375,0,2817361,41462571,0,44279932,5165684
191533,Hartwick College,62821526,35568715,0,128882094,29120564,18025648,31433024,68328506,54406783,13921723,99761530,54456556,49009214,0,5447342,94314188,0,99761530,7411683
166027,Harvard University,66366515000,5793371000,0,74209807000,35152599000,4542295000,9349800000,29707408000,6518810000,23188598000,39057208000,7001772000,4248371000,265572000,3018973000,36654431000,-616196000,39057208000,3773844000
115409,Harvey Mudd College,307116346,86672701,0,416042651,34797895,16593376,141695160,239549596,112128044,127421552,381244756,93370530,53046619,663877,40987788,340256968,0,381244756,24770826
181127,Hastings College,76391005,43717147,0,127108368,15696542,9255000,34283491,77128335,57727817,19400518,111411826,36170852,27097502,0,9073350,102338476,0,111411826,6728065
212911,Haverford College,451946615,138073765,0,628824043,152137927,123295947,140686405,335999711,187316571,148683140,476686116,137896756,90937236,0,46959520,429726596,0,476686116,60927362
449579,Hawaii College of Oriental Medicine,0,14092,0,316796,98523,0,212554,5719,0,5719,218273,693838,428159,0,265679,-47406,0,218273,10452
141644,Hawaii Pacific University,60633361,37063366,10567179,126195490,35637747,933568,77969556,12588187,4632263,7955924,90557743,104234114,111348203,-5200000,-12314089,102871832,0,90557743,7409791
173683,Hazelden Graduate School of Addiction Studies,,,,,,,,,,,,,,,,,,,627
166045,Hebrew College,2186951,17956952,0,22870516,10522456,7400000,4930335,7417725,6357373,1060352,12348060,9450108,10759259,523922,-785229,13133289,0,12348060,241109
145497,Hebrew Theological College,1503567,3935203,0,7727053,4463069,0,2802566,461418,130500,330918,3263984,8649179,8079477,0,569702,2955071,-260789,3263984,213028
203067,Hebrew Union College-Jewish Institute of Religion,171807850,43826862,0,262909389,55996783,11500000,41746109,165166497,115419424,49747073,206912606,69282648,42509818,0,26772830,180139776,0,206912606,20961785
203085,Heidelberg University,39112291,59582948,0,119162539,27523457,19248723,42802285,48836797,33824663,15012134,91639082,42001234,30479924,-121651,11399659,80239423,0,91639082,4025577
191597,Helene Fuld College of Nursing,1286926,1424185,0,4640862,926520,0,2944113,770229,494620,275609,3714342,5231504,5756046,0,-524542,4238884,0,3714342,112290
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,24637554,11743731,106130,40351066,8518331,6947189,3044748,28787987,18713761,10074226,31832735,12385207,11056509,0,1328698,30504037,0,31832735,3188975
107080,Hendrix College,178189362,115820831,0,309681362,99621564,74071144,80679086,129380712,65329684,64051028,210059798,72459519,58795823,508872,14172568,195887230,0,210059798,30368534
198677,Heritage Bible College,0,668107,397614,1065721,265628,256726,668322,131771,72925,58846,800093,892731,831115,0,61616,738477,0,800093,0
101453,Heritage Christian University,8693342,2937870,0,12406860,2717085,1655310,2664091,7025684,4548133,2477551,9689775,3493472,2850269,0,643203,9046573,-1,9689775,903280
235422,Heritage University,13674106,19377138,0,42100263,5200296,1699798,31052292,5847675,3026745,2820930,36899967,24834582,24421822,0,412760,34023724,2463483,36899967,1333575
198695,High Point University,43082845,369835115,0,489901494,190159811,163070000,240552725,59188958,34925062,24263896,299741683,177432607,116303476,-2090416,59038715,240702968,0,299741683,4414122
191621,Hilbert College,7742534,26672587,0,41172183,13940737,12577579,20227784,7003662,3863685,3139977,27231446,18371115,16034401,0,2336714,24894732,0,27231446,1187520
207157,Hillsdale Free Will Baptist College,481756,5854282,0,6664564,4498127,4076711,1341362,825075,695828,129247,2166437,4134927,4093728,0,41199,2125238,0,2166437,43157
203128,Hiram College,52971439,63374927,0,126918182,44003384,29556745,14247930,68666868,45492039,23174829,82914798,37299034,35669248,0,1629786,81285012,0,82914798,6849807
220312,Hiwassee College,4388791,4880075,0,11437172,3206288,0,-1044131,9275015,8822389,452626,8230884,6049595,5175888,0,873707,7357177,0,8230884,630098
191630,Hobart William Smith Colleges,184449103,136220512,0,366308043,83617475,59257428,103192957,179497611,121150548,58347063,282690568,120138330,96869371,165886,23434845,259255723,0,282690568,26178112
134510,Hobe Sound Bible College,448997,2548947,0,3925517,951026,0,-18902,2993393,2041726,951667,2974491,3576437,3679761,0,-103324,3077815,0,2974491,31172
367884,Hodges University,4482577,39719836,0,72323632,24763504,18610208,33746153,13813975,5014054,8799921,47560128,33473545,32746687,0,726858,46833270,0,47560128,-832050
191649,Hofstra University,403423639,261985046,0,923204491,390628676,183060183,342169122,190406693,114400752,76005941,532575815,397438751,345693913,18120717,69865555,462710260,0,532575815,38752160
232308,Hollins University,165504040,43240110,0,229850520,4996195,0,57198817,167655508,109187078,58468430,224854325,40428187,33120420,0,7307767,217546558,0,224854325,15517562
129534,Holy Apostles College and Seminary,2094559,7284429,0,10722160,972770,923333,9488084,261306,0,261306,9749390,3354139,3337255,0,16884,9732506,0,9749390,150807
150774,Holy Cross College,0,18466305,0,19943191,10033438,7423868,6341353,3568400,0,3568400,9909753,9503772,10248776,0,-745004,10654757,0,9909753,372271
212984,Holy Family University,16048712,72096329,0,100402710,52975229,45423521,42200579,5226902,4242289,984613,47427481,47437769,46262093,0,1175676,46251805,0,47427481,1438468
115728,Holy Names University,12415400,17715345,224495,35186537,9697717,6839412,14219495,11269325,7500278,3769047,25488820,34262995,30698084,0,3564911,21923909,0,25488820,1522833
162760,Hood College,64908332,64775490,0,144738890,33763968,15972444,42145223,68829699,43498375,25331324,110974922,49302449,41094090,0,8208359,102766563,0,110974922,6847169
443076,Hood Theological Seminary,4374798,3150480,0,12785713,413535,0,5685488,6686690,4374798,2311892,12372178,3246973,2639929,0,607044,11765134,0,12372178,381834
170301,Hope College,168197014,162735736,0,433428447,99591613,60725000,134533891,199302943,123331418,75971525,333836834,134139037,99399486,0,34739551,299097283,0,333836834,22346487
120537,Hope International University,1583961,12304097,0,21919542,10411146,6885585,4570593,6937803,4749827,2187976,11508396,20570294,19886051,0,684243,10824153,0,11508396,308054
457226,Horizon University,0,114329,0,238822,66619,0,172203,0,0,0,172203,478334,414495,0,63839,108364,0,172203,18
191676,Houghton College,59419273,31710498,0,101928707,28103979,18346105,15188726,58636002,34155178,24480824,73824728,44267901,31763663,102480,12606718,61218010,0,73824728,6140923
225399,Houston Baptist University,81847934,120326608,23691866,225866408,84280020,69917900,72842093,68744295,44182302,24561993,141586388,71146386,54100825,0,17045561,124540827,0,141586388,11630993
246345,Houston Graduate School of Theology,163929,48583,0,552192,356636,0,135541,60015,33744,26271,195556,1485251,1388167,0,97084,99069,-597,195556,0
225548,Howard Payne University,51178613,33563907,104206,96103964,14417803,9495451,29364989,52321172,29470382,22850790,81686161,28570552,21754236,0,6816316,74869845,0,81686161,7608057
131520,Howard University,551827000,613081000,0,1492987000,831876000,347350000,315051000,346060000,123210000,222850000,661111000,1036554000,834428000,0,202126000,458985000,0,661111000,230910000
164368,Hult International Business School,6031687,1260331,0,7292018,4475323,0,2809585,7110,7110,0,2816695,23798109,23059863,0,738246,2078449,0,2816695,0
115773,Humphreys College-Stockton and Modesto Campuses,1585217,13369214,26421,23719616,6449233,5564882,17270383,0,0,0,17270383,12498536,11361540,0,1136996,16133387,0,17270383,23957
101435,Huntingdon College,43057007,26198119,0,79148009,27816337,23659419,4108869,47222803,44721770,2501033,51331672,26174029,19608733,0,6565296,44766376,0,51331672,3181128
150941,Huntington University,24486766,49274966,0,77182985,16553082,8150000,39654698,20975205,16350789,4624416,60629903,26529434,25024388,503276,2008322,58621581,0,60629903,3420095
449348,Huntsville Bible College,0,680284,0,758782,404610,353505,354172,0,0,0,354172,490212,373076,0,117136,237036,0,354172,0
161165,Husson University,12059707,66001352,0,85269299,23990570,12748452,41363567,19915162,9602767,10312395,61278729,53274428,47142954,0,6131474,55147255,0,61278729,1739489
225575,Huston-Tillotson University,10298962,17427195,0,32761559,13036842,11113638,8933134,10791583,8676829,2114754,19724717,20896889,18856417,0,2040472,17684245,0,19724717,1055589
193405,Icahn School of Medicine at Mount Sinai,660690000,915430000,0,2209822000,1169588000,669936000,362352000,677882000,315350000,362532000,1040234000,1612018000,1492741000,0,119277000,920957000,0,1040234000,70998000
127273,Iliff School of Theology,26329036,5590792,0,34266706,1354136,0,14010661,18901909,4749123,14152786,32912570,11104021,7803304,0,3300717,29611853,0,32912570,4784318
145691,Illinois College,143751791,70704891,212631,221865786,30603274,17013699,86631981,104630531,48126051,56504480,191262512,47338257,31626256,0,15712001,175550511,0,191262512,22719775
