unitid,institution name,year,HD2013.Longitude location of institution,HD2013.Latitude location of institution,F1213_F2.Private gifts - Total,DRVF2013.Tuition and fees as a percent of core revenues (FASB),DRVF2013.Endowment assets (year end) per FTE enrollment (FASB)
219709,Belmont University,2013,-86.794715,36.133866,9437162,82,13557
219718,Bethel University,2013,-88.516162,36.139271,14965638,73,518
219790,Bryan College-Dayton,2013,-85.016596,35.495721,1646256,80,4180
219806,Carson-Newman University,2013,-83.492183,36.122224,8288317,63,27524
219833,Christian Brothers University,2013,-89.983241,35.127437,5112507,44,18432
219842,Pentecostal Theological Seminary,2013,-84.868326,35.162528,108287,51,103085
219949,Cumberland University,2013,-86.29966,36.204243,1701896,73,7201
219976,Lipscomb University,2013,-86.799304,36.10469,11653455,75,15082
220136,Emmanuel Christian Seminary,2013,-82.29847,36.3019,5261202,7,45136
220181,Fisk University,2013,-86.805671,36.16912,4932930,29,31203
220206,Welch College,2013,-86.826158,36.134633,1552170,53,6459
220215,Freed-Hardeman University,2013,-88.639418,35.440073,9399588,54,24638
220312,Hiwassee College,2013,-84.364631,35.557691,1471342,45,34439
220473,Johnson University,2013,-83.750336,35.937152,4357543,34,120500
220516,King University,2013,-82.156532,36.585899,1367658,74,13326
220598,Lane College,2013,-88.806832,35.628197,835094,67,
220604,Le Moyne-Owen College,2013,-90.034101,35.118641,1780525,59,13979
220613,Lee University,2013,-84.870018,35.166166,7865955,73,3331
220631,Lincoln Memorial University,2013,-83.658818,36.581284,2798348,90,6065
220701,Martin Methodist College,2013,-87.035085,35.200662,723422,83,12085
220710,Maryville College,2013,-83.963853,35.751969,7078462,45,54942
220792,Meharry Medical College,2013,-86.807315,36.166708,0,20,225958
220808,Memphis College of Art,2013,-89.993707,35.145874,494809,65,11418
220871,Memphis Theological Seminary,2013,-89.982653,35.13311,829604,54,42931
220996,Middle Tennessee School of Anesthesia Inc,2013,-86.683396,36.252997,684,67,98
221014,Milligan College,2013,-82.29499,36.30036,3632491,67,19028
221254,O'More College of Design,2013,-86.868053,35.920971,257879,93,
221351,Rhodes College,2013,-89.989187,35.154424,13155094,42,149425
221519,Sewanee-The University of the South,2013,-85.917772,35.20443,16187751,45,190019
221661,Southern Adventist University,2013,-85.050878,35.049136,6457374,69,9011
221670,Southern College of Optometry,2013,-90.019856,35.138252,0,48,33607
221731,Tennessee Wesleyan College,2013,-84.592647,35.444939,922556,88,8453
221856,Tennessee Temple University,2013,-85.27742,35.032456,756731,85,1111
221892,Trevecca Nazarene University,2013,-86.753566,36.142115,4260116,79,9927
221953,Tusculum College,2013,-82.761716,36.172558,2246006,77,8281
221971,Union University,2013,-88.858524,35.676896,9207649,72,7673
221999,Vanderbilt University,2013,-86.804875,36.14443,104105159,19,311592
222178,Abilene Christian University,2013,-99.70954,32.46915,26473784,46,82162
222877,Arlington Baptist College,2013,-97.155661,32.739543,578563,51,
222983,Austin College,2013,-96.598772,33.646307,6518815,54,101878
223001,Austin Presbyterian Theological Seminary,2013,-97.737752,30.292635,10883476,2,691128
223117,Baptist Missionary Association Theological Seminary,2013,-95.252385,31.976958,865382,21,15530
223223,Baylor College of Medicine,2013,-95.395743,29.7106,0,1,525365
223232,Baylor University,2013,-97.119359,31.545956,21700000,46,67958
223463,Remington College-Dallas Campus,2013,-96.654112,32.8606,0,99,
224004,Concordia University-Texas,2013,-97.836247,30.420952,4881978,72,8035
224226,Dallas Baptist University,2013,-96.947006,32.710017,9569534,74,8514
224244,Dallas Christian College,2013,-96.887124,32.913698,2643368,51,656
224305,Dallas Theological Seminary,2013,-96.779957,32.7943,23103292,33,22219
224323,University of Dallas,2013,-96.921573,32.846202,2951000,68,22938
224527,East Texas Baptist University,2013,-94.374337,32.554545,4330041,48,61745
225201,Hallmark College,2013,-98.568626,29.538447,0,100,
225247,Hardin-Simmons University,2013,-99.733815,32.476786,11222001,41,66871
225399,Houston Baptist University,2013,-95.515978,29.694414,15151121,51,36525
225548,Howard Payne University,2013,-98.984956,31.716345,4704687,47,53054
225575,Huston-Tillotson University,2013,-97.721698,30.264672,2755576,49,13531
225627,University of the Incarnate Word,2013,-98.467709,29.468052,5711605,78,14574
225885,Jarvis Christian College,2013,-95.17773,32.588249,1087578,6,38425
226231,LeTourneau University,2013,-94.72726,32.467658,4937414,77,5901
226383,Lubbock Christian University,2013,-101.934816,33.576273,9072275,58,7821
226471,University of Mary Hardin-Baylor,2013,-97.463479,31.066798,11784329,63,23638
226587,McMurry University,2013,-99.750277,32.429551,3077760,47,57169
227243,Northwood University-Texas,2013,-96.967103,32.607123,,78,6394
227289,Oblate School of Theology,2013,-98.503348,29.505488,3676273,16,107021
227331,Our Lady of the Lake University,2013,-98.54395,29.425611,1458002,77,11538
227429,Paul Quinn College,2013,-96.755864,32.677195,1241262,36,26972
227757,Rice University,2013,-95.403625,29.716485,120428000,12,729227
227845,Saint Edward's University,2013,-97.75763,30.229844,24099006,73,19187
227863,University of St Thomas,2013,-95.394178,29.738113,13389903,64,28528
228042,Schreiner University,2013,-99.131076,30.03108,5979671,46,51276
228149,St Mary's University,2013,-98.564307,29.451793,5129909,55,52574
228194,South Texas College of Law,2013,-95.364882,29.753391,3549809,80,31822
228246,Southern Methodist University,2013,-96.784855,32.845254,109474000,48,127702
228325,Southwestern Assemblies of God University,2013,-96.85315,32.405477,3972795,78,4772
228343,Southwestern University,2013,-97.664637,30.635194,11292241,40,180164
228468,Southwestern Adventist University,2013,-97.328511,32.397136,1434932,59,10207
228486,Southwestern Christian College,2013,-96.286747,32.735778,1361289,19,
228866,Texas Chiropractic College Foundation Inc,2013,-95.15012,29.66482,157223,88,13483
228875,Texas Christian University,2013,-97.361537,32.709568,56108846,46,134191
228884,Texas College,2013,-95.312259,32.374185,368061,73,2365
228981,Texas Lutheran University,2013,-97.984601,29.573274,6160648,41,72835
229160,Texas Wesleyan University,2013,-97.279631,32.733314,3646368,83,14031
229267,Trinity University,2013,-98.482577,29.46286,14303157,21,410997
229780,Wayland Baptist University,2013,-101.729564,34.186673,4464111,77,12944
229887,Wiley College,2013,-94.376821,32.537646,4926259,55,4935
230038,Brigham Young University-Provo,2013,-111.649281,40.250851,66470804,16,30954
230047,Brigham Young University-Hawaii,2013,-157.925358,21.641172,4389000,12,26362
230621,Stevens-Henager College-Ogden,2013,-112.011617,41.232847,0,100,
230630,Stevens-Henager College of Business-Provo,2013,-111.713264,40.269691,0,100,
230807,Westminster College,2013,-111.855553,40.731495,4182798,80,22021
230816,Bennington College,2013,-73.237498,42.92004,5869372,66,17627
230825,Burlington College,2013,-73.228181,44.49117,13437,99,176
230852,Champlain College,2013,-73.204354,44.47295,10817268,77,4224
230889,Goddard College,2013,-72.437252,44.27912,463712,86,1557
230898,Green Mountain College,2013,-73.241107,43.517134,1461100,70,4423
230940,Marlboro College,2013,-72.736552,42.839603,3055462,45,126979
230959,Middlebury College,2013,-73.176068,44.009117,58143448,40,289779
230995,Norwich University,2013,-72.660129,44.139402,10498000,54,43490
231059,Saint Michael's College,2013,-73.163136,44.494212,3704320,75,33531
231068,SIT Graduate Institute,2013,-72.56738,42.891035,3057160,41,112682
231077,College of St Joseph,2013,-73.007033,43.599777,141412,71,23206
231086,Southern Vermont College,2013,-73.21866,42.867031,747221,77,3595
231095,Sterling College,2013,-72.382372,44.65225,573597,45,9916
231147,Vermont Law School,2013,-72.52207,43.821797,2691674,79,14857
231420,Averett University,2013,-79.413214,36.577273,7743107,52,25676
231554,Bluefield College,2013,-81.244879,37.245681,1666060,74,7372
231581,Bridgewater College,2013,-78.969011,38.378391,2439934,60,38588
231651,Regent University,2013,-76.192844,36.800929,2977000,74,41565
231837,Jefferson College of Health Sciences,2013,-79.939711,37.26618,1098714,71,2030
232025,Emory & Henry College,2013,-81.831737,36.772543,7466024,37,95410
232043,Eastern Mennonite University,2013,-78.876077,38.478611,5293758,63,14927
232089,Ferrum College,2013,-80.020864,36.926648,2690224,69,30190
232256,Hampden-Sydney College,2013,-78.461371,37.242482,8962688,38,124516
232265,Hampton University,2013,-76.337647,37.022084,21731742,36,54657
232308,Hollins University,2013,-79.942196,37.354629,8106181,31,174079
232557,Liberty University,2013,-79.179688,37.350345,15361201,89,1646
232609,Lynchburg College,2013,-79.184153,37.397678,4786802,69,31293
232672,Mary Baldwin College,2013,-79.068325,38.154799,4814466,62,22345
232706,Marymount University,2013,-77.128799,38.905552,751705,90,9700
232885,Sentara College of Health Sciences,2013,-76.242722,36.777001,0,74,4966
233295,Randolph-Macon College,2013,-77.472253,37.749654,8794643,44,101394
233301,Randolph College,2013,-79.17079,37.437429,6367213,29,211002
233356,Bon Secours Memorial College of Nursing,2013,-77.433191,37.646876,316756,25,
233374,University of Richmond,2013,-77.538702,37.577625,21604000,18,479753
233426,Roanoke College,2013,-80.056433,37.29686,16700005,57,54414
233541,Shenandoah University,2013,-78.158376,39.166058,7517955,77,13689
233611,Southern Virginia University,2013,-79.350296,37.740669,5290161,59,1036
233718,Sweet Briar College,2013,-79.079735,37.556317,6272771,40,132618
233842,Union Presbyterian Seminary,2013,-77.449317,37.578935,5027112,3,822344
233912,Virginia Intermont College,2013,-82.17614,36.605006,2519052,65,8422
234137,Virginia University of Lynchburg,2013,-79.151518,37.395135,214716,74,532
234164,Virginia Union University,2013,-77.450954,37.561864,2367951,64,15608
234173,Virginia Wesleyan College,2013,-76.18606,36.868417,7924165,60,36117
234207,Washington and Lee University,2013,-79.445724,37.787832,53552000,27,599001
234915,City University of Seattle,2013,-122.344331,47.61734,9346,88,
235024,Cornish College of the Arts,2013,-122.33614,47.617883,1628921,82,8376
235316,Gonzaga University,2013,-117.403062,47.668144,34247000,66,22282
235422,Heritage University,2013,-120.395287,46.374571,971515,61,12771
235547,Bastyr University,2013,-122.251708,47.729935,558188,75,2711
235769,Trinity Lutheran College,2013,-122.207663,47.980328,1781029,44,21524
236133,Northwest University,2013,-122.191505,47.657743,868216,85,4681
236230,Pacific Lutheran University,2013,-122.445372,47.145494,5264662,73,22431
236328,University of Puget Sound,2013,-122.479714,47.263651,12337000,55,103991
236452,Saint Martin's University,2013,-122.815732,47.04328,4023176,69,9649
236577,Seattle Pacific University,2013,-122.362923,47.649338,3974000,81,15069
236595,Seattle University,2013,-122.3197,47.610138,10758337,76,27642
236896,Walla Walla University,2013,-118.389771,46.047,2918071,72,10282
237057,Whitman College,2013,-118.33016,46.07135,14198936,34,300205
237066,Whitworth University,2013,-117.418078,47.753699,6675992,67,40194
237118,Alderson Broaddus University,2013,-80.047728,39.158067,1323946,80,6104
237136,Appalachian Bible College,2013,-81.20115,37.853339,1962128,44,5670
237181,Bethany College,2013,-80.56916,40.204594,2460095,50,60234
237312,University of Charleston,2013,-81.618667,38.332577,7827615,60,19512
237358,Davis & Elkins College,2013,-79.846391,38.928693,2923647,57,34082
237640,Ohio Valley University,2013,-81.5392,39.31236,5559028,38,3524
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,2013,-79.964727,39.650535,0,100,
237969,West Virginia Wesleyan College,2013,-80.217094,38.990476,4543290,58,28946
238078,Wheeling Jesuit University,2013,-80.690804,40.070873,2769938,72,12760
238193,Alverno College,2013,-87.965498,42.983518,9699172,71,11564
238324,Bellin College,2013,-87.921722,44.468277,1356713,66,39141
238333,Beloit College,2013,-89.03147,42.50363,5503016,45,92305
238430,Cardinal Stritch University,2013,-87.909045,43.139752,599093,79,2498
238458,Carroll University,2013,-88.227962,43.004647,4276364,86,13359
238476,Carthage College,2013,-87.820706,42.622893,3061865,77,20588
238573,Columbia College of Nursing,2013,-87.918171,43.09748,0,54,
238616,Concordia University-Wisconsin,2013,-87.916628,43.254217,3538227,88,9039
238661,Edgewood College,2013,-89.422122,43.058727,1574577,86,14991
238980,Lakeland College,2013,-87.884956,43.841863,1785700,78,5260
239017,Lawrence University,2013,-88.397822,44.261323,15871152,44,135566
239071,Maranatha Baptist University,2013,-88.735055,43.195709,420886,91,239
239080,Marian University,2013,-88.420638,43.777411,1732960,87,3586
239105,Marquette University,2013,-87.928121,43.038766,42672000,64,41607
239169,Medical College of Wisconsin,2013,-88.022698,43.044108,13263000,10,494512
239309,Milwaukee Institute of Art & Design,2013,-87.907925,43.030917,920514,87,3892
239318,Milwaukee School of Engineering,2013,-87.907691,43.045364,29994055,44,20755
239390,Mount Mary University,2013,-88.030594,43.072303,1911779,73,9280
239424,Nashotah House,2013,-88.414635,43.093621,2061741,19,56169
239503,Northland International University,2013,-88.095933,45.58114,998527,53,299
239512,Northland College,2013,-90.874991,46.578983,3201180,53,31282
239628,Ripon College,2013,-88.8426,43.842383,5488520,47,72755
239637,Sacred Heart School of Theology,2013,-88.04438,42.910829,4267241,24,72225
239716,Saint Norbert College,2013,-88.067301,44.444651,25849876,46,36623
239743,Silver Lake College of the Holy Family,2013,-87.742961,44.071038,1700642,46,13413
240107,Viterbo University,2013,-91.244095,43.802291,3205105,82,12103
240213,Wisconsin School of Professional Psychology,2013,-88.026735,43.105054,5173,93,
240338,Wisconsin Lutheran College,2013,-88.022718,43.036943,7548007,51,16388
243744,Stanford University,2013,-122.182212,37.431746,694531000,7,1215932
243823,Parker University,2013,-96.893572,32.880341,579023,87,27765
244190,Widener University-Delaware Campus,2013,-75.548908,39.816493,,85,14189
244233,City College-Fort Lauderdale,2013,-80.17007,26.18748,7749,100,46
245652,St John's College,2013,-105.912226,35.666789,9492939,39,58279
245731,Yeshiva and Kollel Harbotzas Torah,2013,-73.960994,40.624029,338453,32,
245777,Bais Medrash Elyon,2013,-74.06923,41.113974,880502,6,
245838,Antioch University-Los Angeles,2013,-118.384651,33.98764,,88,2324
245847,Antioch University-Santa Barbara,2013,-119.695655,34.418961,,88,2393
245865,Antioch University-New England,2013,-72.293798,42.932344,,88,2603
245883,Antioch University-Seattle,2013,-122.342647,47.61696,,88,2597
245892,Antioch University-Midwest,2013,-83.892094,39.795828,,88,5504
245953,Mid-America Christian University,2013,-97.578297,35.347785,2308966,66,905
246345,Houston Graduate School of Theology,2013,-95.446838,29.673347,89520,92,
246789,Unification Theological Seminary,2013,-73.922774,42.005744,32152,13,21127
247162,Ecumenical Theological Seminary,2013,-83.055551,42.34395,185155,67,2355
247649,Landmark College,2013,-72.512549,42.977172,1371478,82,34577
247773,Yeshiva Gedolah of Greater Detroit,2013,-83.200754,42.471924,534789,25,
247825,Austin Graduate School of Theology,2013,-97.711706,30.343788,1164262,13,131111
260947,Christian Life College,2013,-87.930934,42.074096,60895,65,
260956,Knowledge Systems Institute,2013,-87.714601,42.033757,0,98,
262022,Bethel Seminary-San Diego,2013,-117.066378,32.765189,758946,53,
262086,Brandman University,2013,-117.768624,33.655684,380376,99,
363712,Yeshivah Gedolah Rabbinical College,2013,-80.141029,25.782409,252221,33,
365426,Mayo Graduate School,2013,-92.466919,44.020617,0,6,458781
366003,South Florida Bible College and Theological Seminary,2013,-80.092381,26.30354,39746,91,
366368,New York Academy of Art,2013,-74.006019,40.718388,1815892,60,3133
366793,Baptist Theological Seminary at Richmond,2013,-77.468551,37.63259,2262904,19,
367839,Colorado Heights University,2013,-105.028197,39.661853,0,68,
367884,Hodges University,2013,-81.741241,26.277222,1140199,99,2060
369002,Massachusetts School of Law,2013,-71.20203,42.688042,0,95,
369659,Oregon College of Oriental Medicine,2013,-122.671124,45.523919,10202,82,
369817,Bethel Seminary of the East,2013,-76.859041,38.93445,170198,58,
372958,Remington College-Honolulu Campus,2013,-157.860023,21.309273,0,100,
373827,New England School of Communications,2013,-68.789883,44.827204,21065,97,
374024,Adler Graduate School,2013,-93.252532,44.862865,8205,100,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,2013,-73.992774,40.628855,181990,82,
381459,Phoenix Seminary,2013,-111.990628,33.480354,2409622,26,11045
381617,Baker College of Port Huron,2013,-82.469672,42.978709,,82,7620
384254,Beacon College,2013,-81.875619,28.810799,489806,92,261
384306,Acupuncture and Integrative Medicine College-Berkeley,2013,-122.267636,37.862754,341755,68,
384421,Rabbi Jacob Joseph School,2013,-74.399497,40.499821,883048,34,
385619,Everglades University,2013,-80.108331,26.391218,0,98,
388520,College of Biblical Studies-Houston,2013,-95.506566,29.716681,4217682,28,4939
392840,Watkins College of Art Design & Film,2013,-86.805888,36.194659,752925,78,7955
399911,Soka University of America,2013,-117.734893,33.549425,8466000,1,2505435
401223,World Mission University,2013,-118.309136,34.078818,108102,57,
401250,Yo San University of Traditional Chinese Medicine,2013,-118.442947,33.9929,291766,55,
402828,Widener University-Harrisburg Campus,2013,-76.854612,40.324861,,85,13152
404073,Baker College of Auburn Hills,2013,-83.249027,42.659868,,82,8737
404082,Baker College of Clinton Township,2013,-82.90907,42.553231,,82,9745
404648,Baker College of Cadillac,2013,-85.380045,44.268014,,82,8164
405058,Yeshivas Novominsk,2013,-73.989901,40.623611,1965461,47,
405854,Rabbinical College of Ohr Shimon Yisroel,2013,-73.956537,40.704205,594835,42,
406200,Wright Career College,2013,-94.669121,38.93368,0,99,
406547,City College-Gainesville,2013,-82.4168,29.65601,,100,43
407629,Lake Erie College of Osteopathic Medicine,2013,-80.105969,42.080699,918961,91,493
409254,Erikson Institute,2013,-87.632238,41.890279,6872914,11,268505
409616,Roger Williams University School of Law,2013,-71.261978,41.650974,147000,86,29262
412599,Remington College-Memphis Campus,2013,-89.989881,35.071403,0,100,
413617,College of Menominee Nation,2013,-88.627005,44.858914,0,18,8846
414160,Baker College of Jackson,2013,-84.451226,42.278175,,82,9056
414708,Baker College Center for Graduate Studies,2013,-83.694495,42.974759,,82,8465
414823,Johnson & Wales University-North Miami,2013,-80.164797,25.894337,,84,15146
414878,Trine University-Regional/Non-Traditional Campuses,2013,-85.108364,41.176826,,76,12929
414966,Phillips Theological Seminary,2013,-95.868146,36.167983,2587106,5,442276
417345,Augusta Area Dietetic Internship-University Hospital,2013,-81.981962,33.472447,0,100,
417752,Messenger College,2013,-97.100191,32.8313,176135,8,9189
418126,New York College of Health Professions,2013,-73.517755,40.807605,3750000,65,
420246,Southwest College of Naturopathic Medicine & Health Sciences,2013,-111.894935,33.408742,1071963,76,85
420325,Yeshiva D'monsey Rabbinical College,2013,-74.065944,41.115776,173420,46,
420705,Bakke Graduate University,2013,-122.328613,47.608024,195824,78,
423643,Midwestern University-Glendale,2013,-112.183556,33.663217,453707,90,204
426314,Embry-Riddle Aeronautical University-Worldwide,2013,-81.04951,29.18927,,90,2480
428259,Ottawa University-Milwaukee,2013,-88.115185,43.02963,,83,4630
430591,American College of Traditional Chinese Medicine,2013,-122.398242,37.760503,39015,96,
430810,New Hampshire Institute of Art,2013,-71.458838,42.992752,1926377,67,46282
431594,Massachusetts General Hospital Dietetic Internship,2013,-71.068939,42.362612,0,76,
431983,Yeshiva of the Telshe Alumni,2013,-73.911096,40.896668,6747365,21,
432348,Appalachian School of Law,2013,-82.096426,37.278007,347502,90,20874
432357,LIU Hudson at Westchester,2013,-73.705238,41.048648,4974,99,
433387,Western Governors University,2013,-111.869857,40.684783,52822,96,
434034,National Labor College,2013,-76.981074,39.020977,2214380,23,87
434414,Michigan Jewish Institute,2013,-83.183286,42.478209,197547,97,
434539,City College-Miami,2013,-80.316377,25.683673,,100,46
434937,Yeshiva College of the Nations Capital,2013,-77.030566,39.042404,922389,12,947
436021,Montessori Institute of Milwaukee,2013,-87.870663,42.986115,0,91,
436614,International Baptist College and Seminary,2013,-111.885255,33.27593,135793,65,
437316,Linfield College-School of Nursing,2013,-122.697345,45.531529,,71,31620
438151,Stevens-Henager College-Murray,2013,-111.902145,40.659626,0,100,
439288,Johnson & Wales University-Denver,2013,-104.905511,39.747969,,84,14995
439446,Atlantic Institute of Oriental Medicine,2013,-80.142235,26.121964,0,87,
439613,Crossroads Bible College,2013,-86.039961,39.779662,402621,78,
439701,King's University,2013,-118.45479,34.200852,1508396,67,5801
439783,New York College of Traditional Chinese Medicine,2013,-73.638257,40.742666,0,94,
439817,Northeastern Seminary,2013,-77.797762,43.12625,217548,62,31899
440004,Upper Valley Educators Institute,2013,-72.230822,43.637595,110820,68,
440031,Keck Graduate Institute,2013,-117.72351,34.093329,1613013,25,238241
440411,Marlboro College-Graduate School,2013,-72.55636,42.850323,,45,27520
440794,Pillar College,2013,-74.169071,40.73837,310096,92,
441104,Richmont Graduate University,2013,-85.274642,35.036337,184317,82,4670
441131,The Seattle School of Theology & Psychology,2013,-122.350945,47.613373,1063844,72,
441478,National Graduate School of Quality Management,2013,-70.613737,41.561834,0,100,
441511,Apex School of Theology,2013,-78.841041,35.92314,231559,0,
441609,Yeshiva Shaarei Torah of Rockland,2013,-74.089939,41.123903,740283,50,
441982,Franklin W Olin College of Engineering,2013,-71.264047,42.292842,2223000,9,1006833
442064,Won Institute of Graduate Studies,2013,-75.154419,40.099259,242395,60,31672
442295,Ave Maria School of Law,2013,-81.731045,26.24209,683836,92,1435
442356,Pennsylvania College of Health Sciences,2013,-76.303042,40.044998,174178,60,1465
442806,Edward Via College of Osteopathic Medicine,2013,-80.406021,37.199666,353928,96,
442897,Ottawa University-Jeffersonville,2013,-85.741171,38.284402,,83,3095
442949,Birthingway College of Midwifery,2013,-122.538471,45.476809,6093,79,
443030,NorthShore University HealthSystem School of Nurse Anesthesia,2013,-87.684445,42.065549,23575,97,
443049,Faith Evangelical College & Seminary,2013,-122.515945,47.280177,47879,83,
443058,Family of Faith College,2013,-96.90224,35.46199,308298,7,
443076,Hood Theological Seminary,2013,-80.480643,35.644603,1082962,49,77326
443340,Williamson Christian College,2013,-86.828311,35.95615,41970,77,
443702,Bexley Hall Episcopal Seminary,2013,-82.940635,39.956227,440340,11,233298
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,2013,-80.015825,40.484409,274585,33,
444167,Baker College of Allen Park,2013,-83.203166,42.274542,,82,9057
444398,Baptist University of the Americas,2013,-98.545169,29.346868,2606108,9,16768
444413,Beis Medrash Heichal Dovid,2013,-73.751509,40.596827,444616,67,
444778,New Life Theological Seminary,2013,-80.802527,35.242999,35871,63,
444990,Flagler College-Tallahassee,2013,-84.341098,30.444664,0,100,
445267,Central Methodist University-College of Graduate and Extended Studies,2013,-92.686156,39.150383,,76,4446
445708,Johnson & Wales University-Charlotte,2013,-80.8509,35.23294,,84,15311
445735,Roseman University of Health Sciences,2013,-115.066835,36.072723,505733,94,9735
445869,Institute for the Psychological Sciences,2013,-77.05135,38.855847,2196330,36,1563
446048,Ave Maria University,2013,-81.441082,26.33711,9559919,39,1670
446233,Ecclesia College,2013,-94.236643,36.2141,753027,63,69
446394,Maple Springs Baptist Bible College and Seminary,2013,-76.942465,38.86348,20675,58,
446604,Uta Mesivta of Kiryas Joel,2013,-74.161131,41.335545,277995,98,
446640,Harrisburg University of Science and Technology,2013,-76.8808,40.261303,832655,65,
446677,Stevens-Henager College-Logan,2013,-111.835961,41.718039,0,100,
446932,Union Graduate College,2013,-73.92838,42.816692,456430,80,3287
447953,SUM Bible College and Theological Seminary,2013,-122.177765,37.734083,223300,91,
448284,Doane College-Lincoln Grand Island and Master,2013,-96.650758,40.815541,0,100,
448309,Shorter University-College of Adult & Professional Programs,2013,-84.482301,33.92764,0,100,
448752,College America-Colorado Springs,2013,-104.760241,38.840858,0,100,
448761,College America-Fort Collins,2013,-105.092393,40.568371,0,100,
448804,The Robert B Miller College,2013,-85.178861,42.333225,5909,37,50
449348,Huntsville Bible College,2013,-86.594888,34.750363,0,14,
449579,Hawaii College of Oriental Medicine,2013,-155.088451,19.72377,192648,42,
449658,Bais Medrash Toras Chesed,2013,-74.21127,40.099704,285549,45,
449764,Visible Music College,2013,-90.049221,35.14453,0,75,8
449870,University of the West,2013,-118.082964,34.045985,0,30,38077
449922,Appalachian College of Pharmacy,2013,-82.005227,37.211496,50078,98,2569
449931,Averett University-Non-Traditional Programs,2013,-79.413195,36.577257,0,100,
450304,Brite Divinity School,2013,-97.361561,32.709543,1764463,7,443899
450766,LIU Riverhead,2013,-72.6991,40.876143,14702,96,
451079,Academy for Five Element Acupuncture,2013,-82.321994,29.650075,9046,98,
451370,Yeshivas Be'er Yitzchok,2013,-74.213255,40.682465,463861,54,
451398,Yeshiva Toras Chaim,2013,-74.182143,40.098692,278818,92,
451404,Talmudical Seminary of Bobov,2013,-73.995267,40.634729,360204,84,
451705,College America-Cheyenne,2013,-104.827868,41.175818,0,100,
454184,The King’s College,2013,-74.012348,40.706861,9167458,38,935
454582,Ottawa University-Online,2013,-95.263775,38.602692,,83,20863
454838,Institute of Taoist Education and Acupuncture,2013,-105.138528,39.987278,14950,96,
455099,Urshan Graduate School of Theology,2013,-90.364462,38.801695,796837,23,
455257,Yeshiva of Machzikai Hadas,2013,-73.987833,40.638341,73687,97,
455406,Pacific Northwest University of Health Sciences,2013,-120.45598,46.602872,2471878,79,
455433,The Chicago School of Professional Psychology at Irvine,2013,-117.838396,33.650533,,98,3155
455664,The Chicago School of Professional Psychology at Los Angeles,2013,-118.257204,34.047983,,98,2796
455682,The Chicago School of Professional Psychology at Westwood,2013,-118.446059,34.059306,,98,3336
455770,Providence Christian College,2013,-118.118491,34.17275,1303857,43,350
455804,Institute of World Politics,2013,-77.036112,38.910537,1598104,52,24149
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,2013,-76.997896,38.932716,229470,7,32931
455992,Vermont College of Fine Arts,2013,-72.567616,44.25521,762535,87,1209
456481,Polytechnic University of Puerto Rico-Miami,2013,-80.328852,25.809154,0,100,
456490,Polytechnic University of Puerto Rico-Orlando,2013,-81.254951,28.55147,0,100,
456542,The Commonwealth Medical College,2013,-75.656442,41.413493,7739776,49,2182
457183,Remington College of Nursing Orlando,2013,-81.353591,28.775199,0,100,
457226,Horizon University,2013,-117.182177,32.816724,234363,31,
457271,Academy for Jewish Religion-California,2013,-118.293251,34.06107,386144,70,
457402,University of Fort Lauderdale,2013,-80.204513,26.146219,0,24,
457484,New Hope Christian College-Honolulu,2013,-157.888571,21.32731,415763,67,580
457697,City Vision College,2013,-94.571091,39.07043,0,79,
458113,Bethel College,2013,-76.409141,37.04095,65304,46,364
458159,Bainbridge Graduate Institute,2013,-122.331251,47.60026,901527,82,
459417,Compass College of Cinematic Arts,2013,-85.667021,42.96182,126879,58,
459727,Touro University Worldwide,2013,-118.057671,33.80843,2800,100,
459736,Touro University California,2013,-122.26587,38.088514,253310,96,
459745,The Chicago School of Professional Psychology at Washington DC,2013,-77.033081,38.9016,,98,2294
459824,Touro University Nevada,2013,-115.024011,36.04328,160000,97,
460075,California University of Management and Sciences,2013,-117.942211,33.84205,0,93,
460349,Johnson & Wales University-Online,2013,-71.413151,41.82013,,84,2949
460783,Remington College-Heathrow Campus,2013,-81.360589,28.766953,0,100,
460899,Stevens-Henager College-Boise,2013,-116.278761,43.59087,0,100,
460941,Northwest Institute of Literary Arts,2013,-122.460121,48.00708,67155,62,897
461032,Carolina College of Biblical Studies,2013,-78.939491,35.05137,329909,48,6054
461120,Oxford Graduate School,2013,-85.061004,35.474974,366130,44,
461139,Jung Tao School of Classical Chinese Medicine,2013,-81.784711,36.26276,0,88,
461236,Georgia Christian University,2013,-84.268391,33.92804,678975,61,
461485,Shepherds Theological Seminary,2013,-78.742911,35.74438,846936,21,
461528,Grace College of Divinity,2013,-78.961691,35.05877,245100,41,
461643,Bergin University of Canine Studies,2013,-122.720731,38.35374,0,82,
461759,Simmons College of Kentucky,2013,-85.764565,38.23913,383932,28,4296
461795,North American University,2013,-95.471995,29.93698,5272784,17,
461847,Mesivta Keser Torah,2013,-74.022631,40.17731,217157,64,
462044,Institute for Doctoral Studies in the Visual Arts,2013,-70.271961,43.651468,96356,85,
462354,John Paul the Great Catholic University,2013,-117.082401,33.12085,588238,82,165
465812,Independence University,2013,-111.871353,40.684309,0,100,
474863,Azusa Pacific Online University,2013,-117.871451,34.11914,29815,77,
